index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
29,680,3872,2349,0.042,8870,1687,32.0,0.18,4123,4424,8569,0.047,688,6349,22.5,0.205,7757,1040,8812,0.039,7804,4466,29.5,0.165,11445,7730,2978,0.036,8943,6395,32.0,0.21,14994,426,8863,0.053,3716,370,29.0,0.205,18615,3118,8297,0.047,6304,2937,26.5,0.19,22187,8676,6787,0.056,9760,1167,32.0,0.195,25808,7978,8300,0.048,2808,7991,23.0,0.21,29422,3749,4744,0.057,4852,3034,29.0,0.2,33085,6176,6770,0.038,7560,4416,27.0,0.205,36567,3358,1033,0.055,3661,7104,22.0,0.18,40152,5988,7593,0.034,2918,1838,26.5,0.165,44093,2925,6278,0.046,1551,5958,32.0,0.19,47402,983,4299,0.043,4824,3288,29.5,0.21,50872,4479,8560,0.039,4518,363,26.5,0.16,54517,4027,7050,0.034,3159,6189,29.5,0.2,58433,753,3728,0.048,4925,4802,29.0,0.21,61823,1956,8152,0.031,7099,9339,30.0,0.2,65390,341,5066,0.051,6853,4158,29.0,0.185,69071,8513,2503,0.045,2864,3099,29.5,0.16,72511,5737,865,0.044,8958,1532,31.5,0.18,76553,2050,5313,0.039,4387,5201,29.5,0.16,79873,1185,859,0.034,5049,4742,23.0,0.17,83289,8772,2132,0.046,1924,2839,22.5,0.21
30,681,3070,2951,0.046,5356,2983,22.5,0.165,4155,7233,7521,0.048,345,1512,30.0,0.185,7769,8484,3570,0.052,1080,2185,31.5,0.165,11474,5195,1647,0.038,4288,9265,26.5,0.2,15048,3678,4016,0.033,6677,8563,29.5,0.17,18636,5417,2295,0.047,5924,4652,30.0,0.19,22191,5715,8931,0.036,9821,8079,23.0,0.165,25822,594,8556,0.048,2679,5745,22.5,0.16,29436,6751,2046,0.057,7304,4182,30.0,0.205,33136,2200,5681,0.032,8564,9674,29.0,0.17,36570,4017,2293,0.047,1206,7753,29.0,0.2,40235,3621,7703,0.051,3721,5971,29.0,0.195,44104,7608,2678,0.059,3212,9169,26.5,0.19,47411,8393,2248,0.058,3120,1568,23.0,0.17,50874,1014,754,0.036,3691,6535,31.5,0.17,54542,1868,5425,0.04,3593,9974,29.0,0.2,58437,8771,4864,0.052,5691,6751,29.5,0.205,61840,6494,7934,0.044,9572,6538,32.0,0.2,65409,8704,776,0.047,8125,4789,29.0,0.16,69075,5141,8111,0.042,3582,619,32.0,0.185,72519,1930,2025,0.04,4660,5883,22.5,0.205,76562,7374,949,0.057,3306,9704,29.5,0.195,79894,4842,7748,0.043,8445,9573,30.0,0.21,83330,6659,162,0.041,2060,9353,22.0,0.185
31,689,6206,1949,0.037,2660,7403,26.5,0.185,4163,5241,6508,0.039,545,655,31.5,0.2,7781,3001,8963,0.056,6857,1157,29.0,0.2,11484,3993,8334,0.059,3477,9715,27.0,0.19,15080,3645,3307,0.036,6106,2634,22.0,0.195,18681,2721,6247,0.034,5903,9231,23.0,0.185,22209,7802,2395,0.032,1280,1067,31.5,0.205,25850,4305,3553,0.041,5083,2729,22.0,0.205,29478,2643,1432,0.051,1416,1104,23.0,0.2,33153,3507,1727,0.044,9232,2851,22.0,0.205,36579,7280,6579,0.031,7769,8310,29.5,0.205,40238,329,6469,0.038,7671,8586,22.0,0.195,44148,8100,8288,0.059,7097,9439,26.5,0.21,47449,5680,1659,0.059,9177,5830,27.0,0.2,50914,6059,6574,0.041,9587,2747,22.5,0.165,54618,7849,7459,0.033,1238,4280,22.5,0.2,58440,5335,4826,0.05,5423,5862,27.0,0.21,61842,6809,1241,0.042,6160,1496,26.5,0.17,65415,3384,1428,0.059,8786,5210,32.0,0.21,69077,4661,6081,0.054,5519,1440,30.0,0.16,72523,582,1420,0.059,257,1002,26.5,0.2,76578,7711,5142,0.05,4567,7042,23.0,0.19,79927,2516,2597,0.049,6173,7583,27.0,0.205,83350,1072,6492,0.044,8158,2389,22.0,0.205
32,693,4276,4565,0.051,1699,7375,22.5,0.17,4165,1396,4267,0.047,8943,8971,22.0,0.16,7790,3529,4145,0.037,8842,4822,32.0,0.2,11548,7345,5107,0.033,8046,8860,31.5,0.21,15103,6480,8124,0.06,3121,9006,29.0,0.17,18705,975,7108,0.051,8789,5718,22.0,0.17,22211,510,6058,0.042,607,7468,27.0,0.165,25856,216,5541,0.036,3068,8372,32.0,0.21,29503,2267,7274,0.053,5236,540,27.0,0.165,33164,7506,4992,0.058,3723,3498,23.0,0.16,36612,7494,8367,0.055,4248,7095,30.0,0.205,40290,2261,778,0.037,5385,2145,22.5,0.19,44150,5910,7724,0.056,1538,8727,23.0,0.16,47459,4571,3888,0.041,822,6346,23.0,0.16,50924,2101,4041,0.038,4029,9347,29.5,0.21,54646,680,1400,0.059,6035,3185,31.5,0.205,58464,7712,2852,0.054,6466,1126,22.0,0.17,61843,2612,2111,0.042,6360,4784,26.5,0.205,65425,5854,4874,0.032,3275,8735,31.5,0.19,69083,1845,2716,0.058,8981,716,26.5,0.17,72529,806,5216,0.058,8648,3333,29.0,0.185,76621,6643,5792,0.054,7803,6833,29.5,0.18,79943,3335,1462,0.036,6961,3731,30.0,0.18,83383,5332,5,0.037,3474,9539,22.5,0.19
33,699,8337,3527,0.033,702,4498,30.0,0.16,4176,114,4984,0.04,222,8588,23.0,0.195,7792,3918,3083,0.041,1494,6941,29.0,0.185,11554,8373,3898,0.039,4489,6479,22.5,0.21,15158,8944,434,0.031,4229,4836,22.5,0.16,18728,689,7587,0.048,603,9248,32.0,0.195,22214,5817,323,0.033,8003,8099,22.5,0.19,25861,2736,4865,0.046,7099,4872,22.0,0.16,29520,7686,475,0.045,872,2022,26.5,0.19,33178,6083,3606,0.058,1425,6060,22.0,0.205,36633,2997,6587,0.049,153,2520,32.0,0.21,40316,8344,4624,0.059,9594,2618,22.5,0.195,44167,31,6759,0.05,8433,9376,23.0,0.165,47461,3002,7180,0.059,8367,8738,22.0,0.18,50948,1411,6165,0.039,6148,715,27.0,0.205,54669,5756,6595,0.053,7319,3526,23.0,0.195,58494,6031,4151,0.041,6880,290,31.5,0.16,61853,4626,2768,0.033,7711,2365,23.0,0.165,65440,7346,5128,0.037,6884,7642,29.5,0.21,69103,8085,8080,0.053,2355,3699,31.5,0.18,72611,6130,4200,0.053,7413,1215,27.0,0.16,76640,7603,8899,0.036,5929,2924,22.5,0.195,79947,6829,180,0.042,7135,4448,22.0,0.205,83520,1634,3438,0.044,4369,2788,23.0,0.205
34,709,2876,1905,0.043,3327,646,26.5,0.21,4192,917,4264,0.058,4228,7641,26.5,0.17,7810,6630,2629,0.058,3176,165,32.0,0.18,11586,356,7549,0.038,44,9019,31.5,0.21,15203,6271,1622,0.05,2517,3563,31.5,0.17,18731,5957,5344,0.047,2450,1064,31.5,0.205,22222,3369,5107,0.034,4122,3803,30.0,0.16,25888,335,7229,0.042,5416,4612,30.0,0.2,29553,4594,3146,0.04,5898,4621,30.0,0.17,33187,5083,5140,0.032,9560,9830,27.0,0.18,36633,1603,7467,0.06,6741,1403,22.0,0.165,40354,8601,86,0.045,1087,2396,29.5,0.195,44181,4165,2095,0.031,2152,3682,30.0,0.2,47482,6220,8034,0.039,9132,2858,30.0,0.16,50955,6157,3386,0.047,7959,8677,27.0,0.16,54677,3293,7105,0.035,3925,7073,27.0,0.165,58496,1702,2335,0.052,2229,7085,22.0,0.2,61884,7523,3871,0.058,4694,4122,30.0,0.18,65441,4406,8412,0.056,4539,1696,22.0,0.2,69191,4700,7614,0.04,8394,9819,23.0,0.19,72627,6310,1651,0.036,511,3621,22.5,0.205,76645,3406,76,0.043,8199,3474,26.5,0.16,80011,262,3883,0.051,5350,8243,31.5,0.17,83561,4842,1313,0.042,9890,2539,22.0,0.16
35,709,760,2367,0.052,7652,9998,31.5,0.185,4196,4171,7498,0.048,7615,4345,32.0,0.18,7828,8037,8017,0.03,927,3485,22.5,0.195,11593,4873,6930,0.051,7587,7667,22.0,0.18,15203,901,5718,0.032,9073,9703,23.0,0.165,18740,6017,7518,0.034,3239,5836,30.0,0.21,22231,7954,7906,0.048,2787,7426,22.0,0.21,25901,6938,1689,0.054,2565,5375,23.0,0.185,29553,8684,6211,0.059,3581,8676,32.0,0.16,33190,1654,8906,0.031,822,9106,32.0,0.185,36643,6492,1869,0.032,4985,8775,30.0,0.195,40368,3762,1361,0.053,8848,14,30.0,0.18,44181,19,1769,0.052,5904,7980,27.0,0.21,47507,7689,6120,0.06,5267,6699,27.0,0.16,50977,5756,2249,0.041,953,6659,22.5,0.19,54704,4281,1279,0.033,7912,1182,27.0,0.17,58500,1604,6654,0.039,8420,7806,26.5,0.2,61895,3416,6222,0.043,7874,5377,23.0,0.21,65508,6296,6085,0.033,3148,3709,26.5,0.195,69209,5088,8348,0.059,4998,7827,31.5,0.19,72650,207,1265,0.053,7643,353,31.5,0.21,76645,2709,8994,0.053,5919,5955,26.5,0.165,80027,333,3204,0.039,8923,2612,22.0,0.205,83568,7368,1836,0.058,3125,3093,29.0,0.205
36,797,7820,6649,0.054,3531,5221,30.0,0.19,4204,8362,6485,0.056,7970,7957,32.0,0.17,7880,2833,7807,0.031,8573,3907,22.0,0.18,11613,7773,3329,0.033,5123,1567,23.0,0.205,15261,2232,6615,0.049,7847,4624,22.5,0.195,18745,7671,5373,0.031,922,14,22.0,0.185,22231,8711,5061,0.041,6734,996,27.0,0.205,25919,7776,3708,0.052,9855,1830,32.0,0.195,29608,4922,6894,0.032,5327,9638,22.0,0.185,33197,2250,3776,0.036,8974,4108,29.5,0.21,36659,2049,5365,0.051,6426,583,23.0,0.205,40371,3903,6512,0.034,3561,7071,22.0,0.185,44303,1863,1581,0.055,4645,5060,23.0,0.21,47534,2968,2396,0.047,3483,5167,29.5,0.18,50997,1137,7571,0.052,6862,9888,23.0,0.185,54729,8877,4888,0.048,7619,6562,22.5,0.165,58580,3006,6497,0.043,5013,261,27.0,0.16,61902,6076,6461,0.055,8828,6578,30.0,0.17,65512,3223,1154,0.05,3227,2481,30.0,0.19,69216,3028,4290,0.046,3815,963,32.0,0.165,72655,8575,4264,0.057,3130,2390,23.0,0.185,76659,7217,10,0.043,6561,6639,31.5,0.16,80042,6659,4804,0.031,9472,1014,30.0,0.165,83586,417,5955,0.037,3952,7015,29.5,0.16
37,824,4187,1076,0.037,8623,2859,29.5,0.17,4207,4479,8993,0.039,3598,2136,29.0,0.205,7897,598,8907,0.048,9732,3021,29.5,0.2,11616,4910,653,0.042,2969,8771,32.0,0.19,15262,8590,499,0.038,7243,9969,27.0,0.165,18769,5715,4318,0.041,2178,6300,22.5,0.18,22259,8080,175,0.031,9455,9183,29.0,0.195,25930,1767,8186,0.043,1031,3849,22.5,0.16,29657,685,81,0.043,3792,5954,31.5,0.16,33231,2287,3126,0.038,7285,3497,23.0,0.195,36676,6556,4007,0.059,2389,2065,26.5,0.17,40427,7043,5267,0.048,3718,4095,30.0,0.18,44319,2854,6069,0.032,9403,9517,22.5,0.21,47573,6992,6077,0.04,2692,4363,26.5,0.165,51002,5814,5856,0.04,9114,7485,31.5,0.185,54748,3563,8314,0.052,6402,6979,23.0,0.21,58618,5634,4053,0.051,767,3773,32.0,0.195,61917,5113,2324,0.039,700,8473,29.5,0.21,65541,740,718,0.059,504,7964,29.0,0.185,69225,8126,8073,0.039,869,7365,26.5,0.18,72705,5816,2610,0.04,7818,714,27.0,0.16,76670,7615,5447,0.034,6706,4965,29.5,0.185,80050,788,1404,0.051,2163,3661,23.0,0.19,83610,5342,6993,0.037,4028,2931,22.0,0.19
38,840,1958,6694,0.031,9032,6142,23.0,0.21,4209,8128,515,0.036,4878,7305,22.5,0.165,7904,6613,5520,0.034,9168,2881,23.0,0.17,11651,5276,3387,0.049,2373,7670,30.0,0.165,15307,2703,2327,0.046,2889,9916,23.0,0.205,18773,5153,537,0.036,2104,8560,26.5,0.165,22296,1456,1564,0.044,2048,7174,29.0,0.165,25941,7175,8245,0.057,5743,4010,30.0,0.185,29695,8517,970,0.039,3771,9253,31.5,0.16,33238,6299,1747,0.049,1938,712,29.5,0.17,36682,7294,210,0.039,6404,393,31.5,0.16,40428,5214,7932,0.048,3999,3106,29.0,0.21,44388,3920,2413,0.035,445,3940,23.0,0.185,47582,8683,6709,0.057,2255,3500,30.0,0.2,51035,4167,5865,0.047,1832,4041,30.0,0.205,54786,4680,8842,0.039,5397,4568,29.5,0.17,58629,6080,1225,0.056,4399,7319,23.0,0.17,61989,8192,7987,0.055,2077,6370,26.5,0.2,65542,7153,6258,0.043,1733,1738,23.0,0.19,69227,746,3071,0.031,4645,5954,31.5,0.18,72707,7870,8770,0.053,1795,8202,27.0,0.205,76670,7603,5285,0.032,1072,9299,29.5,0.185,80071,1822,593,0.046,4704,3434,23.0,0.19,83673,346,4774,0.034,5753,2345,22.0,0.185
39,851,7910,8549,0.056,5133,1884,22.5,0.205,4219,849,2549,0.036,4883,2545,22.0,0.18,7913,8352,8343,0.059,5928,4578,22.0,0.205,11677,1793,7578,0.037,392,1560,22.0,0.17,15308,920,3346,0.051,6123,2036,22.0,0.2,18774,2678,8523,0.032,9761,5491,30.0,0.19,22334,1720,2991,0.04,2045,4673,29.0,0.16,25950,4215,7768,0.038,8911,3429,32.0,0.17,29716,1706,7844,0.039,937,2493,23.0,0.19,33244,5281,858,0.054,8336,4961,29.0,0.18,36699,8753,6068,0.054,672,8489,29.0,0.17,40429,4858,6471,0.059,161,5619,29.5,0.185,44394,6376,4361,0.057,9792,8883,30.0,0.165,47586,7451,2730,0.042,8011,9559,27.0,0.165,51068,6850,2409,0.053,8157,7629,22.5,0.165,54810,1942,6937,0.045,4469,6787,27.0,0.21,58637,8834,8120,0.057,9394,2277,22.0,0.16,61990,5557,8602,0.037,7424,7745,22.0,0.21,65609,1057,4686,0.046,2177,8075,26.5,0.16,69249,5753,8475,0.046,7803,2747,23.0,0.205,72712,1746,1246,0.049,9494,9650,27.0,0.165,76689,819,6808,0.052,5284,4055,22.5,0.2,80097,7382,5434,0.045,8532,358,23.0,0.16,83677,2602,499,0.031,291,8842,29.0,0.185
40,914,8439,2170,0.039,4357,7355,29.0,0.18,4257,3884,6619,0.06,670,6348,29.0,0.205,7935,5912,5741,0.034,1010,345,27.0,0.2,11761,2766,4843,0.051,6703,1547,30.0,0.2,15315,8681,376,0.036,2990,8012,22.0,0.21,18803,850,1561,0.033,7991,767,29.5,0.21,22363,5805,8641,0.045,1533,7732,30.0,0.205,25954,2736,8501,0.031,4409,3547,22.5,0.19,29719,1391,976,0.054,5446,6647,23.0,0.18,33260,902,6130,0.052,8976,4999,23.0,0.2,36700,439,120,0.049,610,7096,30.0,0.195,40439,5091,788,0.057,6907,1497,29.5,0.185,44416,5296,8764,0.055,8645,2130,30.0,0.21,47636,408,4825,0.046,5481,7424,29.5,0.18,51069,4508,8655,0.057,9942,6903,32.0,0.18,54841,6023,5731,0.05,1334,9788,31.5,0.165,58663,433,5381,0.058,7847,5545,22.0,0.21,61993,5862,4853,0.045,7312,3924,23.0,0.2,65609,1120,6512,0.048,5094,7185,23.0,0.19,69275,5835,6756,0.048,8612,7268,29.5,0.2,72717,2370,3674,0.038,2473,9105,22.0,0.185,76691,5216,5908,0.044,9810,4483,22.0,0.19,80118,6384,7931,0.042,1932,47,29.5,0.19,83719,4915,1540,0.047,3617,9913,30.0,0.19
41,939,7800,6930,0.046,8478,7534,26.5,0.18,4269,7398,4714,0.049,7007,8730,29.0,0.16,7935,265,8241,0.058,1701,7268,23.0,0.17,11795,230,1203,0.059,3796,8229,29.5,0.21,15335,3587,5499,0.047,8476,7207,30.0,0.19,18823,3338,5201,0.057,2713,9769,31.5,0.21,22399,1864,2229,0.043,1921,773,22.5,0.16,26002,4001,5512,0.045,5774,6731,32.0,0.16,29774,3291,4604,0.033,436,483,26.5,0.16,33269,5350,8938,0.045,6925,1736,22.5,0.205,36715,6733,4123,0.038,6283,4796,23.0,0.21,40478,1560,6001,0.036,5993,9960,23.0,0.185,44418,380,2891,0.046,3837,550,26.5,0.21,47646,4037,4722,0.055,8945,4776,26.5,0.185,51094,6287,4980,0.034,2789,1747,32.0,0.205,54865,1545,2666,0.055,3998,7504,31.5,0.16,58677,3792,3534,0.036,9677,4499,22.0,0.205,62002,7530,5229,0.051,9975,6913,22.5,0.185,65658,8760,1336,0.051,3513,7190,32.0,0.195,69300,6808,1817,0.035,3637,9267,23.0,0.2,72731,1566,3984,0.055,5138,6611,26.5,0.195,76728,1388,2002,0.032,3169,1501,22.0,0.16,80118,840,1292,0.051,5092,152,26.5,0.2,83727,6903,2112,0.033,9773,5066,30.0,0.2
42,966,4768,5863,0.053,5480,5090,23.0,0.19,4284,8360,922,0.044,9431,6568,22.0,0.16,7945,6259,7712,0.042,7050,8860,22.0,0.2,11797,3325,8485,0.033,9388,290,29.5,0.18,15341,2351,471,0.051,6160,2289,26.5,0.16,18835,7987,2101,0.045,1548,5624,26.5,0.165,22424,5938,6489,0.037,3935,44,29.5,0.18,26023,8988,3501,0.031,987,2588,29.0,0.17,29800,1670,1464,0.031,9388,7979,29.0,0.185,33279,715,4424,0.056,2522,363,22.0,0.17,36754,6348,1540,0.057,1394,8012,29.5,0.18,40492,1723,2775,0.035,6189,8092,22.0,0.185,44432,6634,7387,0.052,2405,2083,26.5,0.16,47660,7225,6615,0.057,7597,6402,29.0,0.2,51100,669,7668,0.036,4208,8730,22.0,0.21,54940,381,3429,0.044,7310,9189,30.0,0.205,58683,5587,2920,0.05,8856,893,29.5,0.165,62023,1318,5838,0.049,4854,7407,31.5,0.19,65666,8846,4412,0.039,5166,7685,22.0,0.19,69301,1422,5202,0.057,2828,878,23.0,0.205,72747,5941,1099,0.038,3499,7855,22.0,0.21,76737,6421,5187,0.044,12,6848,30.0,0.195,80125,950,8389,0.044,2604,6976,27.0,0.18,83748,889,8627,0.034,7554,4992,26.5,0.21
43,979,4357,7340,0.056,5502,4922,29.0,0.21,4311,6472,7101,0.041,6995,7270,31.5,0.205,7948,4369,2498,0.051,7309,2651,30.0,0.16,11812,4551,2031,0.05,1205,821,26.5,0.17,15380,5905,5711,0.054,5263,1251,32.0,0.17,18838,3486,4517,0.038,4658,3939,22.5,0.19,22445,4412,6678,0.052,8894,326,26.5,0.18,26076,252,5313,0.042,9901,196,26.5,0.185,29811,6584,3991,0.046,3102,5282,32.0,0.165,33300,7594,8485,0.052,2680,7354,22.0,0.18,36826,743,1648,0.049,4660,5219,22.0,0.19,40525,731,6395,0.041,8210,4178,22.0,0.2,44470,5425,4414,0.039,7717,5483,30.0,0.21,47662,7575,8921,0.03,7871,7466,22.0,0.16,51186,6293,969,0.035,2717,7181,29.5,0.185,54976,573,2622,0.038,8623,6682,32.0,0.21,58753,2577,6909,0.044,9859,7684,22.5,0.2,62029,488,1661,0.041,6979,8264,31.5,0.185,65678,4517,7738,0.049,584,9859,32.0,0.16,69328,7149,7097,0.042,2759,6878,31.5,0.21,72786,1447,5713,0.055,4921,4051,31.5,0.165,76759,4201,4800,0.031,5741,7328,30.0,0.185,80146,5279,507,0.043,798,942,31.5,0.2,83801,805,8604,0.055,8831,590,26.5,0.16
44,1017,3175,7722,0.056,9997,742,29.0,0.18,4320,89,3859,0.03,5711,5455,27.0,0.205,7955,3152,1194,0.059,6113,3748,26.5,0.2,11815,279,6427,0.053,9330,2019,22.0,0.18,15392,3063,8818,0.042,2884,7109,29.5,0.165,18919,4584,4042,0.045,4343,6587,29.5,0.2,22447,8070,8766,0.041,5902,7017,23.0,0.21,26114,2959,4195,0.031,1315,9383,22.5,0.19,29820,1113,617,0.058,9057,9685,23.0,0.185,33316,4328,5400,0.043,3027,7260,22.5,0.2,36837,8956,6622,0.032,9014,4953,23.0,0.185,40541,2731,8536,0.031,4708,5476,32.0,0.18,44476,5025,4388,0.059,9915,9704,29.5,0.17,47691,2866,3554,0.03,2745,8181,29.5,0.21,51220,1756,680,0.037,2577,6339,29.0,0.18,54999,1147,3564,0.045,5942,6408,30.0,0.16,58778,6261,784,0.038,2154,4118,27.0,0.18,62031,1315,4363,0.056,7146,4897,27.0,0.16,65692,2143,1995,0.052,4979,6492,32.0,0.165,69373,2745,3318,0.043,6127,8123,29.5,0.19,72795,7257,8359,0.048,22,4717,26.5,0.2,76772,2839,3527,0.037,320,4756,29.5,0.17,80195,8212,16,0.032,2418,6737,22.5,0.21,83835,991,2220,0.039,7027,2228,32.0,0.185
45,1017,3406,8848,0.053,357,7987,27.0,0.17,4344,8099,6750,0.047,7893,5371,30.0,0.18,7966,5531,4803,0.049,917,341,29.0,0.18,11817,5369,8518,0.053,6901,6163,22.0,0.195,15413,5628,4775,0.059,960,291,22.0,0.195,18964,8520,3865,0.051,4042,8004,23.0,0.18,22474,8686,7914,0.037,8036,1076,29.5,0.21,26117,7595,4348,0.038,2553,2728,23.0,0.19,29824,808,7989,0.048,9163,3334,26.5,0.195,33341,5012,5308,0.055,5216,4455,31.5,0.18,36843,3776,6952,0.043,9749,6275,29.5,0.17,40596,7372,1034,0.05,6088,8346,30.0,0.16,44484,8006,2046,0.045,2822,2610,27.0,0.185,47736,3307,564,0.06,4964,5626,27.0,0.185,51226,2368,8045,0.031,6492,8358,30.0,0.165,55018,4670,6908,0.053,8251,5798,32.0,0.21,58815,3926,1075,0.057,6656,1104,30.0,0.18,62043,989,1530,0.057,8083,6816,26.5,0.16,65713,6124,5202,0.049,1255,1348,23.0,0.21,69379,5891,3559,0.049,4415,813,32.0,0.19,72827,3844,7306,0.034,5836,2378,30.0,0.17,76780,7954,5637,0.047,9470,8579,32.0,0.19,80229,8739,2257,0.045,9185,888,26.5,0.165,83869,6136,4535,0.04,1104,8333,23.0,0.19
46,1021,156,5373,0.038,4300,7307,29.5,0.185,4367,5815,8727,0.041,6411,4417,22.5,0.19,7983,7560,1369,0.038,2009,6691,22.5,0.195,11881,3955,7104,0.046,8194,7000,22.0,0.17,15418,7339,1077,0.034,7774,4747,32.0,0.165,18988,303,3394,0.051,592,8288,22.0,0.19,22518,6234,4540,0.034,3968,6724,32.0,0.185,26160,8659,6782,0.051,2324,8637,23.0,0.185,29913,2419,45,0.05,2408,996,23.0,0.205,33367,6837,1508,0.04,4219,1385,30.0,0.185,36891,5445,401,0.053,5111,8094,22.5,0.2,40617,4438,3471,0.04,6622,8824,22.5,0.195,44531,5155,6545,0.052,1184,6514,22.0,0.195,47758,2329,2917,0.049,6013,4004,23.0,0.21,51240,219,7020,0.041,4608,6248,26.5,0.17,55041,5547,2516,0.058,1476,868,29.0,0.195,58829,7448,3927,0.043,9583,2837,23.0,0.205,62079,5898,1121,0.036,2835,5444,29.5,0.19,65725,280,236,0.052,5690,3234,27.0,0.185,69393,8412,7996,0.038,1792,8596,31.5,0.2,72852,4986,522,0.05,1508,4936,23.0,0.17,76780,2611,8081,0.038,3690,9955,26.5,0.195,80236,30,4705,0.043,4235,6765,29.5,0.16,83963,1591,674,0.051,5813,7051,29.5,0.19
47,1060,1172,3218,0.051,4666,6256,22.0,0.205,4406,6097,3701,0.054,2792,2021,30.0,0.18,8025,4703,6073,0.031,767,5745,31.5,0.205,11884,2617,7694,0.058,8080,3008,29.5,0.19,15419,4557,6250,0.032,2528,8496,29.5,0.2,19030,1732,505,0.056,4182,8372,32.0,0.18,22531,4611,6492,0.055,4947,1181,22.5,0.21,26179,6252,3187,0.049,3574,4705,32.0,0.185,29914,4146,3238,0.047,8793,8033,32.0,0.18,33374,1416,4832,0.042,8783,3917,29.5,0.19,36931,1691,4136,0.053,7661,3997,29.0,0.19,40649,8591,2100,0.04,3758,4378,29.0,0.16,44545,1423,1890,0.037,6,7811,30.0,0.185,47789,5052,7790,0.06,2037,1510,29.5,0.205,51267,1933,5132,0.056,4452,9432,30.0,0.2,55078,4652,1550,0.053,6316,3071,27.0,0.205,58830,2480,2698,0.041,2984,8155,30.0,0.185,62102,84,5423,0.057,3517,9636,27.0,0.17,65756,8319,369,0.054,334,682,22.5,0.195,69400,3983,177,0.052,8836,98,26.5,0.185,72858,8624,3319,0.04,2315,2193,27.0,0.195,76798,848,1419,0.04,7750,6253,23.0,0.16,80303,2957,8624,0.051,2580,4214,31.5,0.21,83978,7319,6972,0.032,3407,1425,22.5,0.165
