index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
29,629,8873,8362,0.054,5540,6746,30.0,0.165,4160,8149,3180,0.042,8884,8142,26.5,0.17,7728,6249,8062,0.056,3101,9172,31.5,0.195,11496,2279,1687,0.052,926,6339,32.0,0.21,15100,5709,1572,0.059,4222,1810,22.5,0.165,18422,5420,4201,0.037,7774,7080,30.0,0.19,22413,6064,1896,0.048,2789,4655,29.5,0.19,25819,5350,8145,0.057,6440,4964,30.0,0.17,29614,5424,1062,0.041,8937,3758,27.0,0.165,32984,4457,7567,0.054,97,8326,22.0,0.2,36755,7451,381,0.055,3,9800,22.0,0.185,40329,8750,958,0.054,9504,1557,29.0,0.18,43783,7948,774,0.043,5833,696,22.5,0.19,47436,320,7485,0.039,7988,251,29.5,0.165,50974,7000,7847,0.051,1608,5355,23.0,0.19,54632,6645,174,0.034,4723,2083,32.0,0.185,58461,8890,556,0.041,8057,4456,29.5,0.17,61768,5971,8030,0.057,4775,2547,23.0,0.2,65353,4235,5670,0.049,8775,7533,30.0,0.195,68946,4307,1681,0.059,6532,1279,32.0,0.19,72751,2261,3205,0.033,2749,2584,30.0,0.195,76096,931,1119,0.048,532,8231,22.5,0.205,79968,2704,4897,0.058,8989,2514,23.0,0.165,83507,6473,5247,0.031,4240,7807,22.0,0.16
30,636,6352,8839,0.035,168,2389,22.0,0.165,4174,7336,7014,0.048,8384,3776,22.5,0.165,7734,6778,5687,0.044,9153,2839,29.0,0.19,11525,4185,280,0.039,2937,6786,29.0,0.21,15146,1701,1693,0.05,7739,9705,27.0,0.21,18450,4034,6221,0.034,2948,765,22.5,0.2,22438,4521,7072,0.043,8956,9300,29.5,0.21,25825,2679,1571,0.037,1273,6863,22.5,0.21,29625,1165,5351,0.046,4362,4109,32.0,0.185,33023,1659,8889,0.055,4128,569,30.0,0.16,36763,4069,4111,0.06,1599,6481,22.0,0.2,40338,5210,1483,0.04,3695,4216,30.0,0.16,43810,8849,3069,0.032,6545,4088,29.0,0.16,47493,240,5455,0.04,9329,1979,30.0,0.21,50995,7338,4012,0.039,3045,8181,30.0,0.165,54634,8536,2998,0.045,6422,9192,23.0,0.19,58467,5396,6424,0.032,7442,7306,32.0,0.2,61774,5338,7949,0.038,7272,2367,30.0,0.165,65356,2659,1920,0.041,5924,3365,22.5,0.2,68960,1927,4640,0.038,4272,2315,29.5,0.17,72771,8871,2982,0.047,5240,4318,30.0,0.17,76113,3808,2518,0.045,3064,8764,27.0,0.185,79992,5025,3544,0.048,7705,3720,22.0,0.2,83507,4756,4194,0.059,7625,8659,29.0,0.195
31,644,6447,161,0.054,2889,8278,32.0,0.17,4179,4542,1723,0.044,2554,9966,32.0,0.17,7796,874,6903,0.047,4779,3517,30.0,0.16,11588,5856,3052,0.056,2796,2131,27.0,0.185,15159,1367,2216,0.042,3288,6120,26.5,0.195,18512,1495,4490,0.042,191,11,22.0,0.16,22452,553,8368,0.048,1764,7456,30.0,0.16,25858,4094,5360,0.056,3714,8029,26.5,0.21,29668,7099,3101,0.057,6594,2277,27.0,0.195,33061,954,380,0.036,5690,1514,29.5,0.18,36797,4762,7957,0.055,5897,2368,29.5,0.18,40343,829,3871,0.049,5454,3948,26.5,0.165,43824,2875,4232,0.051,7507,2049,29.5,0.19,47521,1241,3081,0.053,9755,6065,29.5,0.17,51017,1425,8947,0.057,6841,1429,27.0,0.165,54652,8529,3891,0.052,3962,336,29.0,0.2,58485,4700,771,0.053,5404,9774,30.0,0.2,61791,2277,5085,0.036,9770,6561,30.0,0.2,65379,7783,6194,0.053,3752,7937,32.0,0.18,68961,7426,4279,0.049,5722,2117,31.5,0.17,72796,4251,2981,0.054,3606,3262,22.5,0.17,76120,6708,428,0.038,3074,9371,30.0,0.165,80016,47,5363,0.046,6014,7190,26.5,0.18,83509,5554,8896,0.047,9408,6217,22.0,0.19
32,683,4734,5123,0.042,746,9118,32.0,0.21,4196,3139,7048,0.059,5844,5371,22.5,0.2,7823,4162,182,0.038,7474,7099,26.5,0.16,11589,6562,3288,0.053,9876,4834,22.0,0.205,15163,6634,2466,0.056,6900,9272,32.0,0.165,18525,7467,4731,0.04,2312,1333,32.0,0.19,22470,1825,1643,0.052,1445,1416,26.5,0.205,25874,8870,6960,0.058,516,7555,30.0,0.195,29670,2959,3790,0.035,9090,6712,30.0,0.17,33061,5315,3720,0.035,4176,3101,22.5,0.165,36800,1031,6857,0.031,2486,665,29.5,0.205,40346,8916,1668,0.035,3010,5343,22.5,0.195,43824,1732,8269,0.034,9277,1311,22.5,0.205,47525,6808,7926,0.058,8028,4448,32.0,0.165,51033,679,8511,0.056,6432,911,29.5,0.17,54660,695,4870,0.033,6142,326,27.0,0.185,58490,5984,6452,0.035,13,5020,26.5,0.18,61798,661,5059,0.05,7455,7871,29.5,0.185,65386,1163,2690,0.053,1140,4152,29.0,0.17,68981,4675,7244,0.052,2134,9611,29.5,0.19,72812,7891,4743,0.033,6753,3570,32.0,0.165,76131,3778,6140,0.054,1808,7270,30.0,0.205,80019,1373,7728,0.05,5804,1791,30.0,0.18,83530,7584,8523,0.03,617,4322,26.5,0.165
33,715,1972,2389,0.059,4753,578,31.5,0.195,4212,6159,514,0.048,862,7542,29.5,0.21,7878,5257,528,0.05,3137,9764,30.0,0.2,11600,460,2440,0.032,1861,4943,29.5,0.2,15174,6678,311,0.051,6787,4471,29.5,0.165,18567,4986,7295,0.055,874,317,29.5,0.195,22511,3053,1291,0.046,4767,7917,22.5,0.16,25933,4714,657,0.056,520,9870,31.5,0.21,29673,8796,3917,0.058,1796,4523,29.0,0.19,33087,8096,3861,0.042,703,5832,29.5,0.16,36810,5036,3583,0.059,263,9673,22.0,0.16,40397,1611,8213,0.054,7004,3634,31.5,0.165,43826,5782,630,0.049,9810,5822,32.0,0.2,47534,1387,532,0.031,9293,1259,30.0,0.18,51042,5055,3715,0.044,6015,5133,30.0,0.2,54664,6344,8842,0.048,6325,6512,22.5,0.185,58496,7949,4132,0.032,9570,7845,27.0,0.195,61800,4957,1842,0.048,5310,9764,29.0,0.2,65453,2040,1359,0.055,2987,8414,29.0,0.21,68991,85,6230,0.035,1141,3871,32.0,0.18,72822,6904,5998,0.043,2111,8372,29.0,0.21,76147,6257,2632,0.054,7095,5235,29.0,0.195,80038,3290,1921,0.033,7250,8628,27.0,0.18,83532,6708,5826,0.056,4179,8312,32.0,0.165
34,723,5860,4366,0.059,5438,6556,22.0,0.19,4222,4472,27,0.038,8555,1054,23.0,0.205,7963,5001,4139,0.045,3915,3146,26.5,0.18,11602,8768,2912,0.035,4049,980,30.0,0.165,15215,3648,1073,0.043,9057,4199,23.0,0.205,18590,2097,3932,0.041,2716,3481,32.0,0.205,22513,4501,7489,0.055,6871,5875,31.5,0.195,26029,5000,382,0.044,6568,1409,22.5,0.185,29716,1465,1266,0.047,9554,7616,22.5,0.2,33100,646,7416,0.045,3672,5428,30.0,0.21,36812,2242,565,0.057,4304,3548,23.0,0.18,40430,866,4797,0.053,4391,2814,22.0,0.17,43869,1127,7261,0.052,2116,1520,27.0,0.18,47537,2313,453,0.03,6371,7698,22.5,0.18,51056,7664,5982,0.033,7793,710,29.5,0.2,54678,6518,7000,0.055,8854,3535,31.5,0.16,58544,8946,2433,0.045,4661,7556,22.0,0.205,61834,1021,3332,0.036,9338,5848,31.5,0.16,65491,467,903,0.056,7827,1077,29.5,0.185,69004,3505,5058,0.046,8075,2560,29.5,0.205,72831,7504,887,0.059,9329,2283,22.0,0.185,76147,5393,6842,0.036,2907,8223,23.0,0.18,80078,5843,2305,0.043,7743,6492,22.0,0.195,83564,4140,4440,0.033,3945,5306,29.0,0.2
35,756,6051,6256,0.054,6306,6063,22.5,0.195,4252,5651,5953,0.041,1527,4306,27.0,0.2,7970,8507,8349,0.044,1344,9763,30.0,0.205,11612,7497,5426,0.046,4046,3067,26.5,0.195,15234,6359,4001,0.048,5573,2999,31.5,0.16,18635,2387,6960,0.044,4184,2795,32.0,0.2,22534,8055,8832,0.041,5012,2571,22.5,0.205,26055,5947,4736,0.044,1350,8030,29.5,0.165,29725,1421,2101,0.039,6136,2712,26.5,0.195,33109,8020,3314,0.03,9046,2064,22.5,0.165,36824,2493,1639,0.048,1720,4809,29.5,0.16,40478,118,4292,0.059,6598,5680,30.0,0.2,43927,7567,1375,0.053,6756,5343,22.0,0.21,47591,607,5908,0.055,761,5231,22.5,0.18,51071,3898,1971,0.038,2498,8776,23.0,0.18,54688,5474,8035,0.043,7034,3615,29.5,0.195,58546,4647,2058,0.034,895,7568,30.0,0.21,61843,617,1352,0.05,1778,3645,26.5,0.195,65515,3487,3995,0.036,3333,2033,30.0,0.16,69005,8253,6514,0.052,1288,5270,22.5,0.16,72891,5160,4445,0.033,891,7224,31.5,0.21,76172,1832,2423,0.054,6263,5327,29.0,0.195,80154,7853,2462,0.055,5900,1448,29.5,0.185,83571,2436,5910,0.056,2668,3049,29.0,0.2
36,762,7529,2464,0.051,683,5269,22.0,0.2,4260,8290,8865,0.039,2847,9677,30.0,0.19,7990,445,708,0.04,9215,3925,27.0,0.19,11619,5482,7757,0.036,5234,5289,30.0,0.205,15252,566,6890,0.051,6535,2579,22.0,0.165,18636,6125,4011,0.031,9150,6851,22.0,0.19,22536,5868,3349,0.042,3696,9176,31.5,0.185,26142,4427,3642,0.043,6740,708,23.0,0.2,29726,2783,5629,0.057,3098,2792,30.0,0.2,33114,7944,1528,0.056,771,4318,32.0,0.18,36866,4635,6658,0.052,2354,6399,23.0,0.19,40480,2188,691,0.043,738,1202,22.5,0.16,43930,2401,8173,0.048,1901,848,22.5,0.205,47616,3809,5115,0.055,6875,9502,27.0,0.2,51186,2416,2527,0.031,6649,5948,29.5,0.16,54708,4782,40,0.056,8871,8785,30.0,0.16,58561,1505,4260,0.033,6866,4231,22.5,0.205,61852,5892,6541,0.055,375,9267,26.5,0.16,65523,8627,2321,0.037,6734,9147,23.0,0.16,69015,271,8735,0.059,5806,6213,29.0,0.21,72934,6069,813,0.049,1671,4661,22.0,0.21,76225,4353,7932,0.033,4328,9398,29.5,0.21,80172,7681,4644,0.031,6775,1361,22.0,0.195,83593,3364,3343,0.042,7998,3471,29.0,0.17
37,788,8706,8872,0.054,948,4856,32.0,0.185,4267,2397,7432,0.033,7338,7994,30.0,0.205,8023,293,3273,0.03,7189,9729,31.5,0.165,11630,2882,7064,0.054,7244,9259,26.5,0.16,15258,1444,7065,0.054,8517,8018,22.0,0.165,18671,1040,8649,0.043,5847,9675,26.5,0.17,22541,3777,1510,0.057,219,1750,29.5,0.2,26196,8740,2462,0.039,9444,5056,27.0,0.17,29761,8728,8650,0.036,1458,1096,22.5,0.205,33148,1963,5123,0.038,2127,7577,30.0,0.2,36911,7147,2074,0.046,1864,6735,30.0,0.2,40507,4746,5269,0.05,8860,8660,22.0,0.165,43934,6538,4590,0.035,8563,8149,29.5,0.2,47622,396,6799,0.032,4888,2140,23.0,0.17,51222,8118,8721,0.051,3420,5626,22.5,0.205,54764,8258,433,0.057,7570,1312,22.5,0.21,58581,5415,8045,0.057,2510,9386,23.0,0.205,61863,2000,6367,0.044,2643,1178,29.0,0.21,65534,7768,6815,0.054,6410,3401,29.0,0.19,69053,2367,2097,0.054,6727,7219,29.5,0.18,72952,1903,6068,0.036,9083,7102,23.0,0.165,76226,4848,2415,0.047,697,1528,26.5,0.18,80205,2547,4976,0.055,5931,89,30.0,0.17,83595,6871,3549,0.032,911,2363,23.0,0.21
38,795,1297,3711,0.056,2295,8584,31.5,0.2,4314,5513,8507,0.056,231,3731,31.5,0.17,8071,1981,5804,0.054,3870,3893,29.0,0.165,11673,8042,2701,0.038,3827,3142,22.5,0.195,15282,3479,7161,0.035,5825,17,31.5,0.185,18675,5597,1053,0.058,6649,6848,31.5,0.16,22547,6268,4834,0.036,6160,8480,29.0,0.18,26198,962,4280,0.052,6712,8503,32.0,0.165,29774,1060,8777,0.045,2429,1731,22.5,0.185,33148,3666,6365,0.044,4943,12,26.5,0.21,36948,634,1930,0.058,684,7180,32.0,0.2,40541,6229,8443,0.041,5856,7155,31.5,0.19,43970,8972,6417,0.03,239,9392,29.0,0.16,47628,4122,1242,0.055,4776,6478,27.0,0.2,51229,5340,4682,0.042,2714,1495,23.0,0.16,54792,1254,307,0.037,2670,8180,22.5,0.2,58592,4626,2566,0.037,8271,6199,26.5,0.2,61867,3338,3850,0.035,8103,4135,22.5,0.16,65550,5161,2848,0.038,2687,8182,23.0,0.17,69071,7170,3406,0.032,8773,2830,27.0,0.2,73013,5245,338,0.047,7543,3556,29.5,0.21,76237,2566,7104,0.031,7801,4102,29.0,0.21,80205,3154,5429,0.055,6685,5752,22.5,0.2,83595,1107,95,0.049,691,8367,26.5,0.2
39,795,7931,4178,0.036,4431,2901,30.0,0.165,4362,3559,8094,0.042,8229,5653,22.0,0.17,8145,7018,3363,0.05,4169,955,29.5,0.205,11675,7971,178,0.046,6042,2587,29.0,0.165,15337,6163,2287,0.048,6526,6112,22.0,0.185,18708,1410,6462,0.045,635,7525,23.0,0.19,22553,8284,543,0.055,7062,2084,29.0,0.195,26212,511,3589,0.059,9548,1269,23.0,0.21,29789,1511,4154,0.043,5780,3161,31.5,0.16,33150,4288,7879,0.03,6606,2194,31.5,0.16,36994,6391,6846,0.046,7999,8991,26.5,0.185,40570,1921,3412,0.039,6392,2553,29.5,0.16,43972,8644,8305,0.059,7651,7314,27.0,0.21,47635,6867,2906,0.035,1833,3266,31.5,0.18,51230,8615,4641,0.051,8724,5016,26.5,0.195,54864,612,6797,0.054,876,9012,31.5,0.19,58595,2655,5433,0.055,1763,8860,31.5,0.165,61880,8589,6823,0.06,9526,6293,23.0,0.16,65571,7170,7470,0.048,2774,2908,22.5,0.17,69096,4418,984,0.048,4643,4748,27.0,0.21,73053,2959,5231,0.032,5476,2213,26.5,0.195,76246,250,134,0.06,7789,7869,26.5,0.17,80249,5022,2712,0.046,1676,6020,26.5,0.2,83604,4848,547,0.043,8301,6583,29.0,0.18
40,802,1805,4147,0.033,9657,7337,23.0,0.16,4374,8454,1938,0.049,2621,6712,29.0,0.185,8151,2986,5274,0.048,8389,2168,26.5,0.165,11702,3274,1505,0.046,9120,2117,22.0,0.21,15357,1278,8190,0.056,8660,8519,22.5,0.195,18729,6823,575,0.05,8051,7539,22.0,0.19,22570,960,4601,0.049,2840,7045,22.5,0.19,26284,4460,6391,0.037,2571,4104,27.0,0.195,29810,2275,938,0.039,793,6202,26.5,0.195,33175,3861,247,0.059,8626,8097,22.0,0.165,37018,4135,3521,0.049,6567,5563,29.5,0.165,40642,193,1458,0.04,3309,7115,22.0,0.21,44003,5056,5250,0.031,8731,4921,22.0,0.205,47650,5134,2244,0.055,2017,5574,30.0,0.19,51238,5205,5573,0.036,143,2904,30.0,0.19,54904,225,2927,0.043,7131,2234,29.0,0.19,58613,1043,134,0.051,7594,7074,27.0,0.165,61885,4306,7847,0.033,1092,6040,27.0,0.17,65575,5296,8324,0.044,7966,624,22.0,0.185,69153,3162,2103,0.047,2968,3727,31.5,0.17,73063,6072,7166,0.049,2494,1522,32.0,0.185,76318,4950,376,0.041,9971,8637,22.5,0.2,80264,5087,7409,0.051,6831,4663,31.5,0.19,83632,307,7778,0.035,372,2331,29.5,0.185
41,824,4497,4535,0.056,5135,2944,29.0,0.205,4403,1142,1058,0.055,3165,660,27.0,0.195,8157,3933,801,0.042,3301,3193,32.0,0.17,11705,7073,2777,0.032,925,7026,31.5,0.165,15396,1902,1697,0.053,408,8761,23.0,0.185,18752,4616,8577,0.057,81,3697,31.5,0.18,22571,3442,5715,0.049,5692,5306,23.0,0.205,26284,3037,8633,0.031,7175,1609,32.0,0.165,29811,4764,296,0.046,819,4742,32.0,0.19,33192,5007,3335,0.052,6794,7578,31.5,0.195,37027,7048,3061,0.049,47,4850,22.0,0.2,40643,515,5439,0.045,7222,6116,31.5,0.19,44019,6276,6900,0.032,4954,372,31.5,0.205,47680,7754,1569,0.048,8338,3190,23.0,0.2,51239,8373,1932,0.047,6134,6869,29.5,0.19,54948,6535,4196,0.042,4607,6556,22.0,0.18,58614,7833,5373,0.031,9121,5997,22.0,0.16,61886,6879,3426,0.055,3243,5241,22.0,0.19,65584,4495,1472,0.034,8267,1774,27.0,0.17,69194,2294,524,0.032,1192,222,32.0,0.21,73068,6619,5329,0.058,6106,433,31.5,0.185,76338,4094,7014,0.052,3523,3453,29.0,0.18,80270,7155,4602,0.035,9543,8513,26.5,0.165,83645,5510,2044,0.044,3288,7766,27.0,0.2
42,845,8502,2259,0.048,771,4674,32.0,0.185,4414,7874,1315,0.03,7620,748,27.0,0.17,8158,7735,6673,0.048,7184,3790,26.5,0.205,11753,1286,1934,0.057,4114,1931,26.5,0.195,15421,8294,2373,0.049,4366,327,27.0,0.195,18753,5518,238,0.037,9350,4791,27.0,0.165,22579,7662,1824,0.058,7605,2040,22.5,0.195,26314,4022,2865,0.036,523,7312,31.5,0.17,29833,8648,5355,0.031,6896,6956,30.0,0.185,33204,915,6480,0.047,1562,3674,29.5,0.16,37042,5369,4166,0.04,8951,3313,32.0,0.2,40680,3609,7631,0.03,4697,4939,29.0,0.21,44023,8841,8008,0.031,6670,4180,23.0,0.21,47689,5496,7458,0.059,1641,8902,32.0,0.18,51252,3223,8029,0.032,7382,4591,26.5,0.195,54971,6959,6133,0.035,8608,7966,22.0,0.16,58620,7021,365,0.043,4505,9082,30.0,0.165,61912,281,8390,0.041,6306,9650,23.0,0.2,65633,2787,5902,0.049,5424,4984,27.0,0.205,69195,4765,8276,0.047,2169,5734,30.0,0.16,73085,7492,1069,0.051,7398,4781,27.0,0.21,76384,489,5718,0.051,5399,6095,31.5,0.195,80282,8813,5728,0.038,3412,123,22.5,0.185,83653,5916,5906,0.043,8869,4921,29.0,0.185
43,847,2669,2985,0.038,1963,2030,29.5,0.195,4445,8062,8138,0.032,7903,696,23.0,0.205,8158,7940,855,0.044,2465,3736,30.0,0.17,11762,2097,2228,0.047,3036,2311,26.5,0.185,15428,2566,5836,0.04,174,5467,26.5,0.16,18844,8979,2877,0.034,8822,5825,31.5,0.2,22583,2913,5530,0.059,474,4670,29.0,0.21,26352,5956,6362,0.046,6666,272,22.5,0.16,29860,4081,4280,0.033,2509,6226,23.0,0.195,33249,6240,3463,0.041,591,692,29.5,0.165,37084,2296,6737,0.055,943,3849,26.5,0.21,40681,5352,7915,0.035,6754,4755,26.5,0.2,44024,8279,6216,0.043,2919,9592,31.5,0.165,47694,6428,1122,0.033,175,4002,22.0,0.19,51261,6983,1580,0.058,8916,264,22.5,0.195,54982,6525,3467,0.045,3885,530,22.5,0.205,58651,6051,6406,0.031,543,8103,23.0,0.16,61930,4269,4442,0.051,6898,7536,26.5,0.165,65638,7667,2432,0.059,873,9998,26.5,0.185,69200,3871,3214,0.036,5881,4487,32.0,0.17,73095,2954,6224,0.038,6607,6522,29.0,0.2,76406,6263,4759,0.046,8368,6554,22.0,0.21,80286,6389,2144,0.036,6884,3949,27.0,0.19,83659,6601,8604,0.055,197,6497,29.0,0.205
44,856,6918,1718,0.039,9170,4509,22.5,0.17,4519,2194,956,0.058,5115,3944,27.0,0.16,8210,4781,4296,0.036,8236,5976,30.0,0.2,11774,8467,1605,0.046,3458,9829,32.0,0.195,15434,2382,6734,0.041,4129,2471,32.0,0.16,18845,7019,1365,0.049,6965,3258,22.5,0.17,22655,5152,4041,0.037,7004,3177,22.0,0.17,26352,7304,5906,0.051,1684,3228,31.5,0.21,29885,7536,2930,0.039,7504,9276,22.5,0.165,33258,8881,5443,0.059,4112,4130,31.5,0.18,37093,3142,1165,0.051,1480,5552,27.0,0.165,40743,3693,4291,0.032,196,5171,29.0,0.165,44024,2467,5698,0.058,1203,8116,23.0,0.205,47705,7355,6807,0.057,6709,262,23.0,0.195,51270,8176,919,0.051,5571,918,31.5,0.16,55017,4345,1407,0.042,2694,1913,30.0,0.205,58676,5474,3546,0.034,6602,3274,29.0,0.205,61969,4934,8618,0.042,2236,1118,29.5,0.16,65660,4656,576,0.052,1619,1062,26.5,0.185,69222,1162,3414,0.041,9459,5538,29.0,0.2,73111,7394,4446,0.032,1798,7723,23.0,0.195,76450,3394,8031,0.044,3149,7331,23.0,0.19,80295,2095,5322,0.046,79,9167,22.5,0.2,83691,4619,619,0.052,7784,8321,22.0,0.185
45,867,4645,2676,0.048,3493,3730,27.0,0.165,4520,7631,6101,0.055,412,382,30.0,0.19,8243,2091,8850,0.031,8490,7365,27.0,0.21,11777,197,6711,0.039,6317,4326,23.0,0.18,15442,770,6166,0.047,522,3709,31.5,0.18,18847,7310,2044,0.039,5692,1748,23.0,0.16,22660,6949,6762,0.049,8886,8089,29.0,0.18,26355,3047,6628,0.056,2791,6867,22.0,0.165,29905,5627,6002,0.048,7114,7086,30.0,0.17,33348,7778,8071,0.038,154,3695,30.0,0.165,37095,634,710,0.056,8621,306,23.0,0.18,40766,3569,4512,0.038,899,3430,26.5,0.2,44024,8257,5494,0.039,9558,8587,31.5,0.21,47725,5292,3337,0.044,2705,5766,26.5,0.195,51298,4301,889,0.048,7908,218,22.5,0.18,55020,6591,1708,0.051,3383,761,22.0,0.21,58697,2770,3444,0.035,6234,8466,29.0,0.17,62002,4598,7341,0.046,3238,422,27.0,0.165,65757,743,1300,0.037,6909,9968,23.0,0.19,69223,5747,2238,0.051,7930,2037,29.5,0.195,73161,659,3021,0.037,2445,3531,30.0,0.17,76459,2334,1740,0.032,2053,9096,27.0,0.165,80342,5146,7053,0.038,5148,2407,22.5,0.185,83696,3384,6218,0.052,2108,3473,32.0,0.165
46,871,3202,2467,0.031,3019,7146,31.5,0.205,4563,6360,3289,0.037,8162,1275,32.0,0.195,8279,7891,6694,0.037,6903,5935,22.0,0.165,11840,8830,2687,0.039,9075,5997,22.5,0.185,15450,5222,8421,0.047,7059,9752,23.0,0.2,18867,4439,7429,0.057,2740,5922,29.0,0.16,22665,8766,4477,0.032,4377,8186,29.0,0.18,26361,8887,2006,0.04,1102,9915,22.5,0.195,29916,6744,822,0.055,526,185,26.5,0.17,33357,5964,5062,0.043,7401,3472,29.5,0.185,37130,2433,4711,0.046,6356,8376,27.0,0.18,40822,222,5714,0.038,2602,9423,26.5,0.16,44039,2216,7826,0.051,2251,59,22.5,0.195,47740,3685,1862,0.047,7186,4466,27.0,0.185,51312,7103,8677,0.047,8072,9333,23.0,0.17,55021,3498,7855,0.041,203,3198,23.0,0.21,58702,7942,6229,0.051,2941,4131,31.5,0.165,62012,3869,6428,0.052,6313,227,31.5,0.165,65758,4975,1094,0.056,3821,3557,32.0,0.16,69273,346,899,0.042,4104,1769,22.0,0.21,73178,133,4330,0.035,5999,5493,29.5,0.17,76478,7216,1616,0.057,1351,9569,29.5,0.165,80346,798,6985,0.044,1699,7829,26.5,0.21,83720,6733,712,0.047,558,6805,31.5,0.195
47,877,5526,2826,0.058,9721,9232,27.0,0.19,4587,3789,6765,0.048,5796,7384,32.0,0.21,8280,2993,110,0.033,4605,4739,26.5,0.17,11845,8828,4222,0.036,6392,7844,29.0,0.19,15477,3789,4384,0.05,8949,7047,22.5,0.19,18880,1674,8824,0.037,856,5424,27.0,0.205,22666,2638,7210,0.034,1765,1152,26.5,0.17,26421,5932,517,0.033,891,3988,22.5,0.19,29928,2533,3170,0.04,1601,7337,27.0,0.2,33362,7236,3384,0.046,9469,8561,32.0,0.195,37182,7068,4321,0.058,5915,7791,22.0,0.18,40829,5147,6590,0.031,7337,3842,22.0,0.18,44040,3821,5789,0.035,7415,3580,32.0,0.16,47742,8646,8632,0.053,7446,3501,22.0,0.185,51326,383,1375,0.034,9175,5210,30.0,0.2,55031,4747,1688,0.032,6408,9693,22.0,0.21,58709,3073,5172,0.047,1637,6024,29.0,0.18,62014,8880,3399,0.058,630,3446,32.0,0.19,65768,4625,8378,0.052,8100,6258,23.0,0.21,69331,873,8562,0.053,7559,8953,23.0,0.2,73180,1260,737,0.054,2466,157,29.5,0.2,76482,5286,5707,0.041,9773,4490,22.0,0.165,80400,208,4670,0.032,8386,5472,22.5,0.165,83722,7277,5779,0.056,5636,2379,29.5,0.185
